url	status_code	final_url	reachable
https://chatgpt.com/plus/pricing	403	https://chatgpt.com/plus/pricing	false
https://arxiv.org/abs/2308.00352	200	https://arxiv.org/abs/2308.00352	true
https://arxiv.org/abs/2310.06770	200	https://arxiv.org/abs/2310.06770	true
https://arxiv.org/abs/2307.15818	200	https://arxiv.org/abs/2307.15818	true
https://arxiv.org/abs/2212.06817	200	https://arxiv.org/abs/2212.06817	true
https://commons.wikimedia.org/wiki/File:Big_dog_military_robots.jpg	200	https://commons.wikimedia.org/wiki/File:Big_dog_military_robots.jpg	true
https://commons.wikimedia.org/wiki/File:BPMN-2d.svg	200	https://commons.wikimedia.org/wiki/File:BPMN-2d.svg	true
https://arxiv.org/abs/2308.08155	200	https://arxiv.org/abs/2308.08155	true
https://commons.wikimedia.org/wiki/File:Human%2BRobot.jpg	200	https://commons.wikimedia.org/wiki/File:Human%2BRobot.jpg	true
https://commons.wikimedia.org/wiki/File:SIPOC_diagram.jpg	429	https://commons.wikimedia.org/wiki/File:SIPOC_diagram.jpg	false
https://commons.wikimedia.org/wiki/File:Simple_feedback_control_loop2.svg	429	https://commons.wikimedia.org/wiki/File:Simple_feedback_control_loop2.svg	false
https://commons.wikimedia.org/wiki/File:Data_and_Media_Partnerships_Workflow_v2.svg	200	https://commons.wikimedia.org/wiki/File:Data_and_Media_Partnerships_Workflow_v2.svg	true
https://commons.wikimedia.org/wiki/File:FANUC_6-axis_welding_robots.jpg	200	https://commons.wikimedia.org/wiki/File:FANUC_6-axis_welding_robots.jpg	true
https://commons.wikimedia.org/wiki/File:Simplified_robottypes.svg	429	https://commons.wikimedia.org/wiki/File:Simplified_robottypes.svg	false
https://commons.wikimedia.org/wiki/File:Humanoid_Robot.webp	200	https://commons.wikimedia.org/wiki/File:Humanoid_Robot.webp	true
https://commons.wikimedia.org/wiki/File:ValueStreamMapParts.png	429	https://commons.wikimedia.org/wiki/File:ValueStreamMapParts.png	false
https://commons.wikimedia.org/wiki/File:SERCOS_III_Control_Interface_Cycle_diagram.svg	200	https://commons.wikimedia.org/wiki/File:SERCOS_III_Control_Interface_Cycle_diagram.svg	true
https://commons.wikimedia.org/wiki/File:Industrial_robot.jpg	200	https://commons.wikimedia.org/wiki/File:Industrial_robot.jpg	true
https://commons.wikimedia.org/wiki/File:Value_Stream_Mapping_map_015.jpg	429	https://commons.wikimedia.org/wiki/File:Value_Stream_Mapping_map_015.jpg	false
https://commons.wikimedia.org/wiki/File:Robonaut_2_on_display_at_NASM_(NHQ202410240009).jpg	200	https://commons.wikimedia.org/wiki/File:Robonaut_2_on_display_at_NASM_(NHQ202410240009).jpg	true
https://commons.wikimedia.org/wiki/File:ISS-29_second_onboard_tests_of_Robonaut_2.jpg	200	https://commons.wikimedia.org/wiki/File:ISS-29_second_onboard_tests_of_Robonaut_2.jpg	true
https://developers.openai.com/codex/	200	https://developers.openai.com/codex/	true
https://developers.openai.com/codex/cli/features/	200	https://developers.openai.com/codex/cli/features/	true
https://developers.openai.com/codex/cli/slash-commands/	200	https://developers.openai.com/codex/cli/slash-commands/	true
https://developers.openai.com/codex/concepts/customization/	200	https://developers.openai.com/codex/concepts/customization/	true
https://developers.openai.com/codex/guides/agents-sdk/	200	https://developers.openai.com/codex/guides/agents-sdk/	true
https://developers.openai.com/codex/skills/	200	https://developers.openai.com/codex/skills/	true
https://developers.openai.com/codex/guides/agents-md/	200	https://developers.openai.com/codex/guides/agents-md/	true
https://developers.openai.com/codex/config-reference/	200	https://developers.openai.com/codex/config-reference/	true
https://developers.openai.com/codex/security/	200	https://developers.openai.com/codex/security/	true
